1 xplmin   xplmax   zplmax   arad   x-zero   xmagax   xmaj  xzmax  xatpi  xofset  a-ratio
   103   22  -0.382323095E-01   0.473651974E+01   0.490202500E+00   0.396824055E-01  -0.534037206E-01   0.472793809E-01  -0.585635394E-01  -0.927344903E-02   0.450251026E-01
   103   23  -0.382323095E-01   0.472080219E+01   0.512632691E+00   0.415593667E-01  -0.547489906E-01   0.442416836E-01  -0.573718469E-01  -0.124994348E-01   0.459448617E-01
   103   24  -0.382323095E-01   0.470438869E+01   0.534558751E+00   0.434040577E-01  -0.558950384E-01   0.411432110E-01  -0.561239527E-01  -0.157958756E-01   0.466680517E-01
   103   25  -0.382323095E-01   0.468729531E+01   0.555959015E+00   0.452149331E-01  -0.568380684E-01   0.379964084E-01  -0.548205941E-01  -0.191503211E-01   0.471910791E-01
   103   26  -0.382323095E-01   0.466953879E+01   0.576812327E+00   0.469904572E-01  -0.575750604E-01   0.348139174E-01  -0.534625444E-01  -0.225501196E-01   0.475111366E-01
   103   27  -0.382323095E-01   0.465113650E+01   0.597098056E+00   0.487291037E-01  -0.581037776E-01   0.316085294E-01  -0.520506139E-01  -0.259824697E-01   0.476262116E-01
   103   28  -0.382323095E-01   0.463210649E+01   0.616796116E+00   0.504293567E-01  -0.584227743E-01   0.283931330E-01  -0.505856499E-01  -0.294344660E-01   0.475350946E-01
   103   29  -0.382323095E-01   0.461246741E+01   0.635886992E+00   0.520897105E-01  -0.585313979E-01   0.251806682E-01  -0.490685370E-01  -0.328931508E-01   0.472373811E-01
   103   30  -0.382323095E-01   0.459223853E+01   0.654351753E+00   0.537086707E-01  -0.584297897E-01   0.219840738E-01  -0.475001976E-01  -0.363455610E-01   0.467334739E-01
   103   31  -0.382323095E-01   0.457143971E+01   0.672172079E+00   0.552847540E-01  -0.581188816E-01   0.188162409E-01  -0.458815918E-01  -0.397787783E-01   0.460245800E-01
   103   32  -0.382323095E-01   0.455009137E+01   0.689330269E+00   0.568164886E-01  -0.576003909E-01   0.156899619E-01  -0.442137188E-01  -0.431799760E-01   0.451127056E-01
   103   33  -0.382323095E-01   0.452821450E+01   0.705809270E+00   0.583024154E-01  -0.568768110E-01   0.126178846E-01  -0.424976162E-01  -0.465364680E-01   0.440006480E-01
   103   34  -0.382323095E-01   0.450583061E+01   0.721592688E+00   0.597410877E-01  -0.559514004E-01   0.961246289E-02  -0.407343617E-01  -0.498357546E-01   0.426919850E-01
   103   35  -0.382323095E-01   0.448296172E+01   0.736664806E+00   0.611310721E-01  -0.548281686E-01   0.668591146E-02  -0.389250728E-01  -0.530655683E-01   0.411910609E-01
   103   36  -0.382323095E-01   0.445963034E+01   0.751010604E+00   0.624709492E-01  -0.535118585E-01   0.385016061E-02  -0.370709081E-01  -0.562139200E-01   0.395029702E-01
   103   37  -0.382323095E-01   0.443585947E+01   0.764615768E+00   0.637593140E-01  -0.520079280E-01   0.111681111E-02  -0.351730673E-01  -0.592691410E-01   0.376335389E-01
   103   38  -0.382323095E-01   0.441167253E+01   0.777466714E+00   0.649947768E-01  -0.503225281E-01  -0.150290810E-02  -0.332327927E-01  -0.622199254E-01   0.355893034E-01
   103   39  -0.382323095E-01   0.438709338E+01   0.789550595E+00   0.661759639E-01  -0.484624777E-01  -0.399818114E-02  -0.312513695E-01  -0.650553718E-01   0.333774862E-01
   103   40  -0.382323095E-01   0.436214627E+01   0.800855319E+00   0.673015184E-01  -0.464352386E-01  -0.635864506E-02  -0.292301267E-01  -0.677650218E-01   0.310059703E-01
   103   41  -0.382323095E-01   0.433685584E+01   0.811369560E+00   0.683701014E-01  -0.442488859E-01  -0.857442852E-02  -0.271704380E-01  -0.703388971E-01   0.284832710E-01
   103   42  -0.382323095E-01   0.431124708E+01   0.821082773E+00   0.693803926E-01  -0.419120782E-01  -0.106361871E-01  -0.250737229E-01  -0.727675363E-01   0.258185052E-01
   103   43  -0.382323095E-01   0.428534531E+01   0.829985204E+00   0.703310921E-01  -0.394340247E-01  -0.125351393E-01  -0.229414472E-01  -0.750420272E-01   0.230213601E-01
   103   44  -0.382323095E-01   0.425917615E+01   0.838067900E+00   0.712209209E-01  -0.368244517E-01  -0.142630982E-01  -0.207751242E-01  -0.771540395E-01   0.201020585E-01
   103   45  -0.382323095E-01   0.423276550E+01   0.845322721E+00   0.720486228E-01  -0.340935653E-01  -0.158125007E-01  -0.185763159E-01  -0.790958550E-01   0.170713224E-01
   103   46  -0.382323095E-01   0.420613951E+01   0.851742351E+00   0.728129658E-01  -0.312520158E-01  -0.171764392E-01  -0.163466336E-01  -0.808603939E-01   0.139403371E-01
   103   47  -0.382323095E-01   0.417932457E+01   0.857320302E+00   0.735127435E-01  -0.283108578E-01  -0.183486847E-01  -0.140877390E-01  -0.824412416E-01   0.107207110E-01
   103   48  -0.382323095E-01   0.415234724E+01   0.862050924E+00   0.741467771E-01  -0.252815102E-01  -0.193237123E-01  -0.118013452E-01  -0.838326715E-01   0.742443558E-02
   103   49  -0.382323095E-01   0.412523429E+01   0.865929416E+00   0.747139172E-01  -0.221757152E-01  -0.200967236E-01  -0.948921758E-02  -0.850296654E-01   0.406384407E-02
   103   50  -0.382323095E-01   0.409801260E+01   0.868951823E+00   0.752130459E-01  -0.190054959E-01  -0.206636641E-01  -0.715317495E-02  -0.860279331E-01   0.651568008E-03
   103   51  -0.382323095E-01   0.407070921E+01   0.871115051E+00   0.756430790E-01  -0.157831129E-01  -0.210212427E-01  -0.479509012E-02  -0.868239287E-01  -0.279950626E-02
   103   52  -0.382323095E-01   0.404335121E+01   0.872416864E+00   0.760029684E-01  -0.125210202E-01  -0.211669453E-01  -0.241689083E-02  -0.874148628E-01  -0.627628263E-02
   103   53  -0.382323095E-01   0.401596577E+01   0.872855890E+00   0.762917044E-01  -0.923182048E-02  -0.210990451E-01  -0.205605332E-04  -0.877987170E-01  -0.976550120E-02
   103   54  -0.382323095E-01   0.398858010E+01   0.872431624E+00   0.765083190E-01  -0.592821981E-02  -0.208166167E-01   0.239186103E-02  -0.879742496E-01  -0.132537846E-01
   103   55  -0.382323095E-01   0.396122141E+01   0.871144430E+00   0.766518880E-01  -0.262298153E-02  -0.203195388E-01   0.481827724E-02  -0.879410046E-01  -0.167276854E-01
   103   56  -0.382323095E-01   0.393391688E+01   0.868995537E+00   0.767215347E-01   0.671119842E-03  -0.196085012E-01   0.725653425E-02  -0.876993141E-01  -0.201737340E-01
   103   57  -0.382323095E-01   0.390669366E+01   0.865987045E+00   0.767164327E-01   0.394134491E-02  -0.186850066E-01   0.970442066E-02  -0.872503006E-01  -0.235784865E-01
   103   58  -0.382323095E-01   0.387957879E+01   0.862121917E+00   0.766358096E-01   0.717503619E-02  -0.175513699E-01   0.121596674E-01  -0.865958752E-01  -0.269285735E-01
   103   59  -0.382323095E-01   0.385259925E+01   0.857403981E+00   0.764789501E-01   0.103596644E-01  -0.162107136E-01   0.146199480E-01  -0.857387340E-01  -0.302107488E-01
   103   60  -0.382323095E-01   0.382578183E+01   0.851837926E+00   0.762452001E-01   0.134828752E-01  -0.146669639E-01   0.170828784E-01  -0.846823521E-01  -0.334119387E-01
   103   61  -0.382323095E-01   0.379915319E+01   0.845429293E+00   0.759339704E-01   0.165325349E-01  -0.129248409E-01   0.195460182E-01  -0.834309735E-01  -0.365192900E-01
   103   62  -0.382323095E-01   0.377273979E+01   0.838184477E+00   0.755447407E-01   0.194967765E-01  -0.109898460E-01   0.220068707E-01  -0.819896008E-01  -0.395202195E-01
   103   63  -0.382323095E-01   0.374656787E+01   0.830110712E+00   0.750770634E-01   0.223640449E-01  -0.886825053E-02   0.244628844E-01  -0.803639790E-01  -0.424024621E-01
   103   64  -0.382323095E-01   0.372066343E+01   0.821216071E+00   0.745305683E-01   0.251231413E-01  -0.656707586E-02   0.269114540E-01  -0.785605803E-01  -0.451541187E-01
   103   65  -0.382323095E-01   0.369505217E+01   0.811509452E+00   0.739049665E-01   0.277632671E-01  -0.409407497E-02   0.293499223E-01  -0.765865828E-01  -0.477637038E-01
   103   66  -0.382323095E-01   0.366975952E+01   0.801000571E+00   0.732000550E-01   0.302740664E-01  -0.145770920E-02   0.317755820E-01  -0.744498490E-01  -0.502201922E-01
   103   67  -0.382323095E-01   0.364481055E+01   0.789699951E+00   0.724157209E-01   0.326456684E-01   0.133287575E-02   0.341856781E-01  -0.721589002E-01  -0.525130650E-01
   103   68  -0.382323095E-01   0.362023000E+01   0.777618908E+00   0.715519460E-01   0.348687268E-01   0.426788003E-02   0.365774105E-01  -0.697228884E-01  -0.546323540E-01
   103   69  -0.382323095E-01   0.359604222E+01   0.764769543E+00   0.706088111E-01   0.369344597E-01   0.733688006E-02   0.389479371E-01  -0.671515667E-01  -0.565686855E-01
   103   70  -0.382323095E-01   0.357227115E+01   0.751164725E+00   0.695865005E-01   0.388346865E-01   0.105288620E-01   0.412943772E-01  -0.644552556E-01  -0.583133224E-01
   103   71  -0.382323095E-01   0.354894030E+01   0.736818078E+00   0.684853064E-01   0.405618640E-01   0.138322584E-01   0.436138155E-01  -0.616448074E-01  -0.598582049E-01
   103   72  -0.382323095E-01   0.352607272E+01   0.721743965E+00   0.673056330E-01   0.421091196E-01   0.172349881E-01   0.459033063E-01  -0.587315677E-01  -0.611959888E-01
   103   73  -0.382323095E-01   0.350369100E+01   0.705957473E+00   0.660480004E-01   0.434702837E-01   0.207244977E-01   0.481598782E-01  -0.557273355E-01  -0.623200829E-01
   103   74  -0.382323095E-01   0.348181720E+01   0.689474394E+00   0.647130492E-01   0.446399183E-01   0.242878064E-01   0.503805392E-01  -0.526443198E-01  -0.632246826E-01
   103   75  -0.382323095E-01   0.346047287E+01   0.672311211E+00   0.633015433E-01   0.456133446E-01   0.279115525E-01   0.525622826E-01  -0.494950937E-01  -0.639048029E-01
   103   76  -0.382323095E-01   0.343967903E+01   0.654485074E+00   0.618143742E-01   0.463866669E-01   0.315820435E-01   0.547020924E-01  -0.462925480E-01  -0.643563068E-01
   103   77  -0.382323095E-01   0.341945612E+01   0.636013786E+00   0.602525637E-01   0.469567944E-01   0.352853071E-01   0.567969504E-01  -0.430498405E-01  -0.645759328E-01
   103   78  -0.382323095E-01   0.339982397E+01   0.616915782E+00   0.586172668E-01   0.473214596E-01   0.390071456E-01   0.588438424E-01  -0.397803453E-01  -0.645613174E-01
   103   79  -0.382323095E-01   0.338080184E+01   0.597210104E+00   0.569097742E-01   0.474792338E-01   0.427331907E-01   0.608397660E-01  -0.364975992E-01  -0.643110157E-01
   103   80  -0.382323095E-01   0.336240837E+01   0.576916388E+00   0.551315145E-01   0.474295395E-01   0.464489614E-01   0.627817376E-01  -0.332152467E-01  -0.638245176E-01
   103   81  -0.382323095E-01   0.334466152E+01   0.556054835E+00   0.532840554E-01   0.471726582E-01   0.501399232E-01   0.646668008E-01  -0.299469850E-01  -0.631022605E-01
   103   82  -0.382323095E-01   0.332757863E+01   0.534646193E+00   0.513691052E-01   0.467097368E-01   0.537915477E-01   0.664920343E-01  -0.267065050E-01  -0.621456387E-01
   103   83  -0.382323095E-01   0.331117636E+01   0.512711735E+00   0.493885129E-01   0.460427883E-01   0.573893743E-01   0.682545604E-01  -0.235074344E-01  -0.609570070E-01
   103   84  -0.382323095E-01   0.329547068E+01   0.490273234E+00   0.473442687E-01   0.451746895E-01   0.609190716E-01   0.699515541E-01  -0.203632782E-01  -0.595396823E-01
   103   85  -0.382323095E-01   0.328047684E+01   0.467352939E+00   0.452385028E-01   0.441091750E-01   0.643665008E-01   0.715802515E-01  -0.172873601E-01  -0.578979385E-01
   103   86  -0.382323095E-01   0.326620942E+01   0.443973556E+00   0.430734848E-01   0.428508267E-01   0.677177777E-01   0.731379590E-01  -0.142927629E-01  -0.560369987E-01
   103   87  -0.382323095E-01   0.325268224E+01   0.420158220E+00   0.408516212E-01   0.414050598E-01   0.709593350E-01   0.746220627E-01  -0.113922693E-01  -0.539630212E-01
   103   88  -0.382323095E-01   0.323990838E+01   0.395930475E+00   0.385754531E-01   0.397781049E-01   0.740779847E-01   0.760300371E-01  -0.859830369E-02  -0.516830824E-01
   103   89  -0.382323095E-01   0.322790021E+01   0.371314247E+00   0.362476529E-01   0.379769850E-01   0.770609793E-01   0.773594546E-01  -0.592287517E-02  -0.492051532E-01
   103   90  -0.382323095E-01   0.321666931E+01   0.346333820E+00   0.338710203E-01   0.360094901E-01   0.798960703E-01   0.786079941E-01  -0.337751938E-02  -0.465380724E-01
   103   91  -0.382323095E-01   0.320622650E+01   0.321013814E+00   0.314484780E-01   0.338841459E-01   0.825715687E-01   0.797734500E-01  -0.973246605E-03  -0.436915133E-01
   103   92  -0.382323095E-01   0.319658184E+01   0.295379159E+00   0.289830659E-01   0.316101814E-01   0.850763988E-01   0.808537410E-01   0.127951392E-02  -0.406759485E-01
   103   93  -0.382323095E-01   0.318774460E+01   0.269455074E+00   0.264779352E-01   0.291974896E-01   0.874001537E-01   0.818469180E-01   0.337096274E-02  -0.375026070E-01
   103   94  -0.382323095E-01   0.317972328E+01   0.243267037E+00   0.239363421E-01   0.266565867E-01   0.895331461E-01   0.827511723E-01   0.529197873E-02  -0.341834294E-01
   103   95  -0.382323095E-01   0.317252555E+01   0.216840767E+00   0.213616403E-01   0.239985680E-01   0.914664556E-01   0.835648429E-01   0.703416475E-02  -0.307310178E-01
   103   96  -0.382323095E-01   0.316615834E+01   0.190202196E+00   0.187572730E-01   0.212350588E-01   0.931919746E-01   0.842864237E-01   0.858988871E-02  -0.271585818E-01
   103   97  -0.382323095E-01   0.316062772E+01   0.163377446E+00   0.161267645E-01   0.183781639E-01   0.947024485E-01   0.849145697E-01   0.995232126E-02  -0.234798807E-01
   103   98  -0.382323095E-01   0.315593899E+01   0.136392807E+00   0.134737115E-01   0.154404145E-01   0.959915119E-01   0.854481031E-01   0.111154731E-01  -0.197091634E-01
   103   99  -0.382323095E-01   0.315209664E+01   0.109274708E+00   0.108017735E-01   0.124347110E-01   0.970537233E-01   0.858860180E-01   0.120742217E-01  -0.158611035E-01
   103  100  -0.382323095E-01   0.314910433E+01   0.820497010E-01   0.811466298E-02   0.937426562E-02   0.978845905E-01   0.862274855E-01   0.128243409E-01  -0.119507333E-01
   103  101  -0.382323095E-01   0.314696492E+01   0.547444290E-01   0.541613515E-02   0.627254188E-02   0.984805958E-01   0.864718567E-01   0.133625195E-01  -0.799337450E-02
   103  102  -0.382323095E-01   0.314568046E+01   0.273856077E-01   0.270997770E-02   0.314319313E-02   0.988392130E-01   0.866186663E-01   0.136863810E-01  -0.400456765E-02
   104    3  -0.336110693E-01   0.490047926E+01   0.000000000E+00   0.000000000E+00  -0.406866602E-13   0.781229930E-01  -0.694710002E-01   0.250688115E-01   0.406866602E-13
   104    4  -0.336110693E-01   0.490004264E+01   0.278631284E-01   0.217680581E-02  -0.349123322E-02   0.780225217E-01  -0.694394647E-01   0.249636129E-01   0.304695143E-02
   104    5  -0.336110693E-01   0.489873320E+01   0.556988954E-01   0.435197389E-02  -0.696952413E-02   0.777215140E-01  -0.693448760E-01   0.246484225E-01   0.608105745E-02
   104    6  -0.336110693E-01   0.489655222E+01   0.834799658E-01   0.652386703E-02  -0.104219818E-01   0.772211863E-01  -0.691872881E-01   0.241244554E-01   0.908952449E-02
   104    7  -0.336110693E-01   0.489350182E+01   0.111179057E+00   0.869084913E-02  -0.138358178E-01   0.765235605E-01  -0.689667906E-01   0.233937314E-01   0.120596624E-01
   104    8  -0.336110693E-01   0.488958498E+01   0.138768962E+00   0.108512857E-01  -0.171983973E-01   0.756314553E-01  -0.686835093E-01   0.224590662E-01   0.149789359E-01
   104    9  -0.336110693E-01   0.488480551E+01   0.166222583E+00   0.130035443E-01  -0.204972885E-01   0.745484748E-01  -0.683376056E-01   0.213240598E-01   0.178350146E-01
   104   10  -0.336110693E-01   0.487916808E+01   0.193512946E+00   0.151459953E-01  -0.237203122E-01   0.732789930E-01  -0.679292770E-01   0.199930820E-01   0.206158230E-01
   104   11  -0.336110693E-01   0.487267818E+01   0.220613238E+00   0.172770121E-01  -0.268555896E-01   0.718281362E-01  -0.674587564E-01   0.184712540E-01   0.233095887E-01
   104   12  -0.336110693E-01   0.486534215E+01   0.247496823E+00   0.193949719E-01  -0.298915887E-01   0.702017616E-01  -0.669263127E-01   0.167644271E-01   0.259048893E-01
   104   13  -0.336110693E-01   0.485716713E+01   0.274137276E+00   0.214982561E-01  -0.328171699E-01   0.684064327E-01  -0.663322504E-01   0.148791586E-01   0.283906984E-01
   104   14  -0.336110693E-01   0.484816112E+01   0.300508400E+00   0.235852506E-01  -0.356216288E-01   0.664493930E-01  -0.656769098E-01   0.128226857E-01   0.307564289E-01
   104   15  -0.336110693E-01   0.483833289E+01   0.326584259E+00   0.256543465E-01  -0.382947377E-01   0.643385354E-01  -0.649606667E-01   0.106028949E-01   0.329919753E-01
   104   16  -0.336110693E-01   0.482769203E+01   0.352339198E+00   0.277039404E-01  -0.408267849E-01   0.620823707E-01  -0.641839323E-01   0.822828987E-02   0.350877530E-01
   104   17  -0.336110693E-01   0.481624895E+01   0.377747867E+00   0.297324351E-01  -0.432086120E-01   0.596899921E-01  -0.633471536E-01   0.570795800E-02   0.370347364E-01
   104   18  -0.336110693E-01   0.480401482E+01   0.402785251E+00   0.317382395E-01  -0.454316476E-01   0.571710392E-01  -0.624508131E-01   0.305153141E-02   0.388244932E-01
   104   19  -0.336110693E-01   0.479100159E+01   0.427426687E+00   0.337197698E-01  -0.474879409E-01   0.545356577E-01  -0.614954287E-01   0.269151543E-03   0.404492180E-01
   104   20  -0.336110693E-01   0.477722198E+01   0.451647896E+00   0.356754489E-01  -0.493701896E-01   0.517944596E-01  -0.604815540E-01  -0.262857484E-02   0.419017616E-01
   104   21  -0.336110693E-01   0.476268947E+01   0.475424998E+00   0.376037077E-01  -0.510717673E-01   0.489584803E-01  -0.594097780E-01  -0.563061672E-02   0.431756581E-01
   104   22  -0.336110693E-01   0.474741826E+01   0.498734541E+00   0.395029850E-01  -0.525867474E-01   0.460391342E-01  -0.582807254E-01  -0.872556143E-02   0.442651501E-01
   104   23  -0.336110693E-01   0.473142331E+01   0.521553525E+00   0.413717278E-01  -0.539099238E-01   0.430481702E-01  -0.570950566E-01  -0.119016621E-01   0.451652091E-01
   104   24  -0.336110693E-01   0.471472026E+01   0.543859418E+00   0.432083920E-01  -0.550368289E-01   0.399976238E-01  -0.558534678E-01  -0.151468815E-01   0.458715549E-01
   104   25  -0.336110693E-01   0.469732549E+01   0.565630184E+00   0.450114424E-01  -0.559637487E-01   0.368997714E-01  -0.545566912E-01  -0.184489406E-01   0.463806709E-01
   104   26  -0.336110693E-01   0.467925602E+01   0.586844305E+00   0.467793533E-01  -0.566877341E-01   0.337670817E-01  -0.532054950E-01  -0.217953659E-01   0.466898161E-01
   104   27  -0.336110693E-01   0.466052957E+01   0.607480798E+00   0.485106088E-01  -0.572066110E-01   0.306121662E-01  -0.518006837E-01  -0.251735363E-01   0.467970354E-01
   104   28  -0.336110693E-01   0.464116452E+01   0.627519240E+00   0.502037028E-01  -0.575189849E-01   0.274477322E-01  -0.503430987E-01  -0.285707339E-01   0.467011654E-01
   104   29  -0.336110693E-01   0.462117985E+01   0.646939784E+00   0.518571401E-01  -0.576242445E-01   0.242865324E-01  -0.488336178E-01  -0.319741901E-01   0.464018385E-01
   104   30  -0.336110693E-01   0.460059518E+01   0.665723185E+00   0.534694358E-01  -0.575225609E-01   0.211413171E-01  -0.472731563E-01  -0.353711353E-01   0.458994821E-01
   104   31  -0.336110693E-01   0.457943074E+01   0.683850815E+00   0.550391166E-01  -0.572148853E-01   0.180247853E-01  -0.456626671E-01  -0.387488470E-01   0.451953176E-01
   104   32  -0.336110693E-01   0.455770732E+01   0.701304683E+00   0.565647208E-01  -0.567029420E-01   0.149495364E-01  -0.440031411E-01  -0.420946963E-01   0.442913538E-01
   104   33  -0.336110693E-01   0.453544628E+01   0.718067454E+00   0.580447985E-01  -0.559892206E-01   0.119280232E-01  -0.422956075E-01  -0.453961961E-01   0.431903794E-01
   104   34  -0.336110693E-01   0.451266951E+01   0.734122466E+00   0.594779127E-01  -0.550769630E-01   0.897250506E-02  -0.405411349E-01  -0.486410465E-01   0.418959510E-01
   104   35  -0.336110693E-01   0.448939943E+01   0.749453748E+00   0.608626391E-01  -0.539701505E-01   0.609500215E-02  -0.387408313E-01  -0.518171802E-01   0.404123806E-01
   104   36  -0.336110693E-01   0.446565897E+01   0.764046035E+00   0.621975672E-01  -0.526734862E-01   0.330725030E-02  -0.368958450E-01  -0.549128062E-01   0.387447182E-01
   104   37  -0.336110693E-01   0.444147150E+01   0.777884788E+00   0.634813007E-01  -0.511923752E-01   0.620658964E-03  -0.350073653E-01  -0.579164537E-01   0.368987331E-01
   104   38  -0.336110693E-01   0.441686088E+01   0.790956203E+00   0.647124583E-01  -0.495329032E-01  -0.195373219E-02  -0.330766232E-01  -0.608170122E-01   0.348808930E-01
   104   39  -0.336110693E-01   0.439185138E+01   0.803247232E+00   0.658896741E-01  -0.477018129E-01  -0.440529400E-02  -0.311048920E-01  -0.636037722E-01   0.326983399E-01
   104   40  -0.336110693E-01   0.436646768E+01   0.814745593E+00   0.670115990E-01  -0.457064765E-01  -0.672384543E-02  -0.290934887E-01  -0.662664637E-01   0.303588644E-01
   104   41  -0.336110693E-01   0.434073484E+01   0.825439784E+00   0.680769010E-01  -0.435548681E-01  -0.889969232E-02  -0.270437742E-01  -0.687952925E-01   0.278708773E-01
   104   42  -0.336110693E-01   0.431467829E+01   0.835319097E+00   0.690842666E-01  -0.412555334E-01  -0.109236628E-01  -0.249571543E-01  -0.711809751E-01   0.252433804E-01
   104   43  -0.336110693E-01   0.428832379E+01   0.844373629E+00   0.700324018E-01  -0.388175570E-01  -0.127871400E-01  -0.228350814E-01  -0.734147721E-01   0.224859333E-01
   104   44  -0.336110693E-01   0.426169739E+01   0.852594291E+00   0.709200333E-01  -0.362505286E-01  -0.144820946E-01  -0.206790543E-01  -0.754885188E-01   0.196086208E-01
   104   45  -0.336110693E-01   0.423482543E+01   0.859972823E+00   0.717459097E-01  -0.335645084E-01  -0.160011159E-01  -0.184906203E-01  -0.773946541E-01   0.166220172E-01
   104   46  -0.336110693E-01   0.420773453E+01   0.866501797E+00   0.725088031E-01  -0.307699884E-01  -0.173374361E-01  -0.162713753E-01  -0.791262482E-01   0.135371486E-01
   104   47  -0.336110693E-01   0.418045150E+01   0.872174633E+00   0.732075108E-01  -0.278778556E-01  -0.184849595E-01  -0.140229654E-01  -0.806770263E-01   0.103654552E-01
   104   48  -0.336110693E-01   0.415300339E+01   0.876985598E+00   0.738408566E-01  -0.248993517E-01  -0.194382841E-01  -0.117470877E-01  -0.820413918E-01   0.711875151E-02
   104   49  -0.336110693E-01   0.412541738E+01   0.880929822E+00   0.744076931E-01  -0.218460322E-01  -0.201927221E-01  -0.944549130E-02  -0.832144469E-01   0.380918451E-02
   104   50  -0.336110693E-01   0.409772084E+01   0.884003297E+00   0.749069035E-01  -0.187297252E-01  -0.207443203E-01  -0.711997819E-02  -0.841920094E-01   0.449192226E-03
   104   51  -0.336110693E-01   0.406994124E+01   0.886202886E+00   0.753374039E-01  -0.155624880E-01  -0.210898753E-01  -0.477240425E-02  -0.849706299E-01  -0.294854012E-02
   104   52  -0.336110693E-01   0.404210613E+01   0.887526326E+00   0.756981454E-01  -0.123565648E-01  -0.212269476E-01  -0.240468010E-02  -0.855476038E-01  -0.637112376E-02
   104   53  -0.336110693E-01   0.401424315E+01   0.887972230E+00   0.759881168E-01  -0.912434164E-02  -0.211538753E-01  -0.187718627E-04  -0.859209829E-01  -0.980551170E-02
   104   54  -0.336110693E-01   0.398637995E+01   0.887540092E+00   0.762063475E-01  -0.587830227E-02  -0.208697800E-01   0.238329810E-02  -0.860895841E-01  -0.132385445E-01
   104   55  -0.336110693E-01   0.395854420E+01   0.886230286E+00   0.763519096E-01  -0.263098317E-02  -0.203745765E-01   0.479945063E-02  -0.860529944E-01  -0.166569965E-01
   104   56  -0.336110693E-01   0.393076355E+01   0.884044067E+00   0.764239218E-01   0.605072041E-03  -0.196689759E-01   0.722754922E-02  -0.858115755E-01  -0.200476227E-01
   104   57  -0.336110693E-01   0.390306557E+01   0.880983571E+00   0.764215522E-01   0.381735787E-02  -0.187544860E-01   0.966539977E-02  -0.853664645E-01  -0.233972062E-01
   104   58  -0.336110693E-01   0.387547778E+01   0.877051812E+00   0.763440214E-01   0.699345270E-02  -0.176334130E-01   0.121107503E-01  -0.847195723E-01  -0.266926054E-01
   104   59  -0.336110693E-01   0.384802759E+01   0.872252682E+00   0.761906066E-01   0.101210642E-01  -0.163088562E-01   0.145612911E-01  -0.838735792E-01  -0.299208021E-01
   104   60  -0.336110693E-01   0.382074226E+01   0.866590945E+00   0.759606448E-01   0.131880748E-01  -0.147847020E-01   0.170146547E-01  -0.828319296E-01  -0.330689496E-01
   104   61  -0.336110693E-01   0.379364889E+01   0.860072231E+00   0.756535368E-01   0.161825869E-01  -0.130656156E-01   0.194684165E-01  -0.815988214E-01  -0.361244196E-01
   104   62  -0.336110693E-01   0.376677437E+01   0.852703037E+00   0.752687515E-01   0.190929675E-01  -0.111570309E-01   0.219200955E-01  -0.801791948E-01  -0.390748512E-01
   104   63  -0.336110693E-01   0.374014540E+01   0.844490711E+00   0.748058294E-01   0.219078921E-01  -0.906513235E-02   0.243671550E-01  -0.785787185E-01  -0.419081968E-01
   104   64  -0.336110693E-01   0.371378840E+01   0.835443452E+00   0.742643873E-01   0.246163884E-01  -0.679684294E-02   0.268070039E-01  -0.768037719E-01  -0.446127703E-01
   104   65  -0.336110693E-01   0.368772951E+01   0.825570298E+00   0.736441227E-01   0.272078793E-01  -0.435980174E-02   0.292369985E-01  -0.748614259E-01  -0.471772929E-01
   104   66  -0.336110693E-01   0.366199460E+01   0.814881115E+00   0.729448177E-01   0.296722240E-01  -0.176234212E-02   0.316544439E-01  -0.727594209E-01  -0.495909386E-01
   104   67  -0.336110693E-01   0.363660916E+01   0.803386591E+00   0.721663439E-01   0.319997588E-01   0.986533744E-03   0.340565966E-01  -0.705061420E-01  -0.518433796E-01
   104   68  -0.336110693E-01   0.361159835E+01   0.791098220E+00   0.713086669E-01   0.341813370E-01   0.387718110E-02   0.364406671E-01  -0.681105911E-01  -0.539248296E-01
   104   69  -0.336110693E-01   0.358698694E+01   0.778028290E+00   0.703718506E-01   0.362083661E-01   0.689934466E-02   0.388038228E-01  -0.655823577E-01  -0.558260868E-01
   104   70  -0.336110693E-01   0.356279928E+01   0.764189871E+00   0.693560617E-01   0.380728449E-01   0.100421909E-01   0.411431910E-01  -0.629315858E-01  -0.575385749E-01
   104   71  -0.336110693E-01   0.353905930E+01   0.749596801E+00   0.682615744E-01   0.397673980E-01   0.132943449E-01   0.434558634E-01  -0.601689395E-01  -0.590543830E-01
   104   72  -0.336110693E-01   0.351579044E+01   0.734263668E+00   0.670887744E-01   0.412853083E-01   0.166439277E-01   0.457388999E-01  -0.573055649E-01  -0.603663032E-01
   104   73  -0.336110693E-01   0.349301569E+01   0.718205797E+00   0.658381632E-01   0.426205484E-01   0.200785984E-01   0.479893334E-01  -0.543530510E-01  -0.614678669E-01
   104   74  -0.336110693E-01   0.347075751E+01   0.701439231E+00   0.645103626E-01   0.437678087E-01   0.235855974E-01   0.502041749E-01  -0.513233868E-01  -0.623533784E-01
   104   75  -0.336110693E-01   0.344903782E+01   0.683980712E+00   0.631061176E-01   0.447225235E-01   0.271517926E-01   0.523804187E-01  -0.482289175E-01  -0.630179464E-01
   104   76  -0.336110693E-01   0.342787802E+01   0.665847667E+00   0.616263009E-01   0.454808956E-01   0.307637270E-01   0.545150491E-01  -0.450822974E-01  -0.634575132E-01
